"date","sample_label","analysis","ppm_calculated","flag","mean","sd","cv"
2024-03-08,"_013","Fe_total",17.07,,16.1333333333333,0.814636933445405,5.0494024800335
2024-03-08,"_013","Fe_total",15.74,,16.1333333333333,0.814636933445405,5.0494024800335
2024-03-08,"_013","Fe_total",15.59,,16.1333333333333,0.814636933445405,5.0494024800335
2024-03-08,"_014","Fe_total",11.81,,12.155,0.487903679018717,4.01401628151968
2024-03-08,"_014","Fe_total",12.5,,12.155,0.487903679018717,4.01401628151968
2024-03-08,"_015","Fe_total",12.45,,13.4766666666667,0.890524190201105,6.60789653871708
2024-03-08,"_015","Fe_total",13.94,,13.4766666666667,0.890524190201105,6.60789653871708
2024-03-08,"_015","Fe_total",14.04,,13.4766666666667,0.890524190201105,6.60789653871708
2024-03-08,"_016","Fe_total",13.19,,13.6866666666667,1.00201463728497,7.32110061338265
2024-03-08,"_016","Fe_total",13.03,,13.6866666666667,1.00201463728497,7.32110061338265
2024-03-08,"_016","Fe_total",14.84,,13.6866666666667,1.00201463728497,7.32110061338265
2024-03-08,"_017","Fe_total",4.26,"below detection",4.3,0.0346410161513778,0.805605026776229
2024-03-08,"_017","Fe_total",4.32,"below detection",4.3,0.0346410161513778,0.805605026776229
2024-03-08,"_017","Fe_total",4.32,"below detection",4.3,0.0346410161513778,0.805605026776229
2024-03-08,"_018","Fe_total",3.41,"below detection",3.28666666666667,0.213619599600162,6.49958213793595
2024-03-08,"_018","Fe_total",3.04,"below detection",3.28666666666667,0.213619599600162,6.49958213793595
2024-03-08,"_018","Fe_total",3.41,"below detection",3.28666666666667,0.213619599600162,6.49958213793595
2024-03-08,"_019","Fe_total",30.36,,28.685,2.36880771697493,8.25800145363407
2024-03-08,"_019","Fe_total",27.01,,28.685,2.36880771697493,8.25800145363407
2024-03-08,"_020","Fe_total",79.69,,77.83,2.9488302765673,3.78880929791507
2024-03-08,"_020","Fe_total",74.43,,77.83,2.9488302765673,3.78880929791507
2024-03-08,"_020","Fe_total",79.37,,77.83,2.9488302765673,3.78880929791507
2024-03-08,"_021","Fe_total",37.75,,33.6933333333333,3.96353798182045,11.7635674173539
2024-03-08,"_021","Fe_total",33.5,,33.6933333333333,3.96353798182045,11.7635674173539
2024-03-08,"_021","Fe_total",29.83,,33.6933333333333,3.96353798182045,11.7635674173539
2024-03-08,"_022","Fe_total",22.07,,21.3066666666667,1.80073133291264,8.4514924886388
2024-03-08,"_022","Fe_total",19.25,,21.3066666666667,1.80073133291264,8.4514924886388
2024-03-08,"_022","Fe_total",22.6,,21.3066666666667,1.80073133291264,8.4514924886388
2024-03-08,"_023","Fe_total",20.69,,19.27,1.59135162676261,8.25818176835812
2024-03-08,"_023","Fe_total",19.57,,19.27,1.59135162676261,8.25818176835812
2024-03-08,"_023","Fe_total",17.55,,19.27,1.59135162676261,8.25818176835812
2024-03-08,"_024","Fe_total",19.57,,19.29,0.29051678092668,1.50604863103515
2024-03-08,"_024","Fe_total",19.31,,19.29,0.29051678092668,1.50604863103515
2024-03-08,"_024","Fe_total",18.99,,19.29,0.29051678092668,1.50604863103515
2024-03-08,"_025","Fe_total",3.2,"below detection",3.18333333333333,0.0288675134594814,0.90683288354392
2024-03-08,"_025","Fe_total",3.2,"below detection",3.18333333333333,0.0288675134594814,0.90683288354392
2024-03-08,"_025","Fe_total",3.15,"below detection",3.18333333333333,0.0288675134594814,0.90683288354392
2024-03-08,"_026","Fe_total",4.05,"below detection",3.96333333333333,0.251462389500564,6.34471966780228
2024-03-08,"_026","Fe_total",3.68,"below detection",3.96333333333333,0.251462389500564,6.34471966780228
2024-03-08,"_026","Fe_total",4.16,"below detection",3.96333333333333,0.251462389500564,6.34471966780228
2024-03-08,"_027","Fe_total",0.17,"below detection",0.08,0.0818535277187245,102.316909648406
2024-03-08,"_027","Fe_total",0.01,"below detection",0.08,0.0818535277187245,102.316909648406
2024-03-08,"_027","Fe_total",0.06,"below detection",0.08,0.0818535277187245,102.316909648406
2024-03-08,"_028","Fe_total",38.81,,37.295,2.14253354699524,5.74482785090559
2024-03-08,"_028","Fe_total",35.78,,37.295,2.14253354699524,5.74482785090559
2024-03-08,"_029","Fe_total",32.97,,33.16,2.37071719106265,7.1493280791998
2024-03-08,"_029","Fe_total",30.89,,33.16,2.37071719106265,7.1493280791998
2024-03-08,"_029","Fe_total",35.62,,33.16,2.37071719106265,7.1493280791998
2024-03-08,"_030","Fe_total",19.84,,19.38,0.429301758673314,2.21517935331948
2024-03-08,"_030","Fe_total",18.99,,19.38,0.429301758673314,2.21517935331948
2024-03-08,"_030","Fe_total",19.31,,19.38,0.429301758673314,2.21517935331948
2024-03-08,"_031","Fe_total",21.8,,19.5533333333333,1.95000854698982,9.9727678843666
2024-03-08,"_031","Fe_total",18.3,,19.5533333333333,1.95000854698982,9.9727678843666
2024-03-08,"_031","Fe_total",18.56,,19.5533333333333,1.95000854698982,9.9727678843666
2024-03-08,"_032","Fe_total",20.42,,21.8933333333333,1.93897739371384,8.85647408821792
2024-03-08,"_032","Fe_total",24.09,,21.8933333333333,1.93897739371384,8.85647408821792
2024-03-08,"_032","Fe_total",21.17,,21.8933333333333,1.93897739371384,8.85647408821792
2024-03-08,"_033","Fe_total",4.48,"below detection",4.54666666666667,0.325166623953526,7.1517585913532
2024-03-08,"_033","Fe_total",4.26,"below detection",4.54666666666667,0.325166623953526,7.1517585913532
2024-03-08,"_033","Fe_total",4.9,"below detection",4.54666666666667,0.325166623953526,7.1517585913532
2024-03-08,"_034","Fe_total",2.83,"below detection",2.86333333333333,0.0577350269189626,2.01635716829904
2024-03-08,"_034","Fe_total",2.83,"below detection",2.86333333333333,0.0577350269189626,2.01635716829904
2024-03-08,"_034","Fe_total",2.93,"below detection",2.86333333333333,0.0577350269189626,2.01635716829904
2024-03-08,"_035","Fe_total",0.33,"below detection",0.33,0,0
2024-03-08,"_035","Fe_total",0.33,"below detection",0.33,0,0
2024-03-08,"_035","Fe_total",0.33,"below detection",0.33,0,0
2024-03-08,"_036","Fe_total",0.22,"below detection",0.26,0.0346410161513776,13.3234677505298
2024-03-08,"_036","Fe_total",0.28,"below detection",0.26,0.0346410161513776,13.3234677505298
2024-03-08,"_036","Fe_total",0.28,"below detection",0.26,0.0346410161513776,13.3234677505298
2024-03-08,"_037","Fe_total",1.66,"below detection",1.66,0,0
2024-03-08,"_037","Fe_total",1.66,"below detection",1.66,0,0
2024-03-08,"_037","Fe_total",1.66,"below detection",1.66,0,0
2024-03-08,"_038","Fe_total",0.97,"below detection",1.21666666666667,0.219393102292058,18.0323097774294
2024-03-08,"_038","Fe_total",1.29,"below detection",1.21666666666667,0.219393102292058,18.0323097774294
2024-03-08,"_038","Fe_total",1.39,"below detection",1.21666666666667,0.219393102292058,18.0323097774294
2024-03-08,"_039","Fe_total",1.13,"below detection",1.09,0.0346410161513774,3.17807487627316
2024-03-08,"_039","Fe_total",1.07,"below detection",1.09,0.0346410161513774,3.17807487627316
2024-03-08,"_039","Fe_total",1.07,"below detection",1.09,0.0346410161513774,3.17807487627316
2024-03-08,"_040","Fe_total",1.02,"below detection",1.07333333333333,0.0923760430703401,8.60646364009379
2024-03-08,"_040","Fe_total",1.02,"below detection",1.07333333333333,0.0923760430703401,8.60646364009379
2024-03-08,"_040","Fe_total",1.18,"below detection",1.07333333333333,0.0923760430703401,8.60646364009379
2024-03-08,"_041","Fe_total",0.86,"below detection",0.913333333333333,0.0923760430703401,10.1141652996723
2024-03-08,"_041","Fe_total",0.86,"below detection",0.913333333333333,0.0923760430703401,10.1141652996723
2024-03-08,"_041","Fe_total",1.02,"below detection",0.913333333333333,0.0923760430703401,10.1141652996723
2024-03-08,"_042","Fe_total",0.33,"below detection",0.313333333333333,0.0288675134594813,9.21303621047275
2024-03-08,"_042","Fe_total",0.28,"below detection",0.313333333333333,0.0288675134594813,9.21303621047275
2024-03-08,"_042","Fe_total",0.33,"below detection",0.313333333333333,0.0288675134594813,9.21303621047275
2024-03-08,"_043","Fe_total",0.12,"below detection",0.12,0,0
2024-03-08,"_043","Fe_total",0.12,"below detection",0.12,0,0
2024-03-08,"_043","Fe_total",0.12,"below detection",0.12,0,0
2024-03-08,"_044","Fe_total",0.01,"below detection",0.0433333333333333,0.0288675134594813,66.6173387526491
2024-03-08,"_044","Fe_total",0.06,"below detection",0.0433333333333333,0.0288675134594813,66.6173387526491
2024-03-08,"_044","Fe_total",0.06,"below detection",0.0433333333333333,0.0288675134594813,66.6173387526491
2024-03-08,"_045","Fe_total",35.62,,33.0166666666667,2.25859100621014,6.84076024091915
2024-03-08,"_045","Fe_total",31.58,,33.0166666666667,2.25859100621014,6.84076024091915
2024-03-08,"_045","Fe_total",31.85,,33.0166666666667,2.25859100621014,6.84076024091915
2024-03-08,"_046","Fe_total",0.97,"below detection",0.966666666666667,0.055075705472861,5.69748677305459
2024-03-08,"_046","Fe_total",0.91,"below detection",0.966666666666667,0.055075705472861,5.69748677305459
2024-03-08,"_046","Fe_total",1.02,"below detection",0.966666666666667,0.055075705472861,5.69748677305459
2024-03-08,"_047","Fe_total",1.23,"below detection",1.21333333333333,0.0288675134594813,2.37919066973747
2024-03-08,"_047","Fe_total",1.23,"below detection",1.21333333333333,0.0288675134594813,2.37919066973747
2024-03-08,"_047","Fe_total",1.18,"below detection",1.21333333333333,0.0288675134594813,2.37919066973747
2024-03-08,"_048","Fe_total",0.28,"below detection",0.296666666666667,0.0288675134594813,9.73062251443189
2024-03-08,"_048","Fe_total",0.33,"below detection",0.296666666666667,0.0288675134594813,9.73062251443189
2024-03-08,"_048","Fe_total",0.28,"below detection",0.296666666666667,0.0288675134594813,9.73062251443189
2024-03-08,"_049","Fe_total",0.7,"below detection",0.56,0.121243556529821,21.650635094611
2024-03-08,"_049","Fe_total",0.49,"below detection",0.56,0.121243556529821,21.650635094611
2024-03-08,"_049","Fe_total",0.49,"below detection",0.56,0.121243556529821,21.650635094611
2024-03-08,"_050","Fe_total",0.6,"below detection",0.526666666666667,0.0808290376865476,15.3472856366863
2024-03-08,"_050","Fe_total",0.44,"below detection",0.526666666666667,0.0808290376865476,15.3472856366863
2024-03-08,"_050","Fe_total",0.54,"below detection",0.526666666666667,0.0808290376865476,15.3472856366863
2024-03-08,"_051","Fe_total",0.28,"below detection",0.28,0,0
2024-03-08,"_051","Fe_total",0.28,"below detection",0.28,0,0
2024-03-08,"_051","Fe_total",0.28,"below detection",0.28,0,0
2024-03-08,"_052","Fe_total",0.44,"below detection",0.4,0.0346410161513775,8.66025403784439
2024-03-08,"_052","Fe_total",0.38,"below detection",0.4,0.0346410161513775,8.66025403784439
2024-03-08,"_052","Fe_total",0.38,"below detection",0.4,0.0346410161513775,8.66025403784439
2024-03-08,"_053","Fe_total",1.71,"below detection",1.73,0.0346410161513776,2.00237087580217
2024-03-08,"_053","Fe_total",1.71,"below detection",1.73,0.0346410161513776,2.00237087580217
2024-03-08,"_053","Fe_total",1.77,"below detection",1.73,0.0346410161513776,2.00237087580217
2024-03-08,"_054","Fe_total",2.03,"below detection",1.82,0.19,10.4395604395604
2024-03-08,"_054","Fe_total",1.66,"below detection",1.82,0.19,10.4395604395604
2024-03-08,"_054","Fe_total",1.77,"below detection",1.82,0.19,10.4395604395604
2024-03-08,"_055","Fe_total",0.76,"below detection",0.863333333333333,0.178978583448784,20.7311100519827
2024-03-08,"_055","Fe_total",0.76,"below detection",0.863333333333333,0.178978583448784,20.7311100519827
2024-03-08,"_055","Fe_total",1.07,"below detection",0.863333333333333,0.178978583448784,20.7311100519827
2024-03-08,"_056","Fe_total",0.12,"below detection",0.12,0,0
2024-03-08,"_056","Fe_total",0.12,"below detection",0.12,0,0
2024-03-08,"_056","Fe_total",0.12,"below detection",0.12,0,0
2024-03-08,"_063","Fe_total",1.23,"below detection",1.28666666666667,0.0550757054728611,4.28049524400475
2024-03-08,"_063","Fe_total",1.29,"below detection",1.28666666666667,0.0550757054728611,4.28049524400475
2024-03-08,"_063","Fe_total",1.34,"below detection",1.28666666666667,0.0550757054728611,4.28049524400475
2024-03-08,"_064","Fe_total",0.06,"below detection",0.38,0.45254833995939,119.091668410366
2024-03-08,"_064","Fe_total",0.7,"below detection",0.38,0.45254833995939,119.091668410366
2024-03-08,"_065","Fe_total",97.55,,32.5566666666667,56.2858777432966,172.885874096334
2024-03-08,"_065","Fe_total",0.06,"below detection",32.5566666666667,56.2858777432966,172.885874096334
2024-03-08,"_065","Fe_total",0.06,"below detection",32.5566666666667,56.2858777432966,172.885874096334
2024-03-08,"_068","Fe_total",1.39,"below detection",1.30333333333333,0.0808290376865476,6.20171644653818
2024-03-08,"_068","Fe_total",1.23,"below detection",1.30333333333333,0.0808290376865476,6.20171644653818
2024-03-08,"_068","Fe_total",1.29,"below detection",1.30333333333333,0.0808290376865476,6.20171644653818
2024-03-08,"_069","Fe_total",1.18,"below detection",1.19666666666667,0.0288675134594813,2.41232703004022
2024-03-08,"_069","Fe_total",1.18,"below detection",1.19666666666667,0.0288675134594813,2.41232703004022
2024-03-08,"_069","Fe_total",1.23,"below detection",1.19666666666667,0.0288675134594813,2.41232703004022
2024-03-08,"_070","Fe_total",1.29,"below detection",1.2,0.0818535277187246,6.82112730989371
2024-03-08,"_070","Fe_total",1.13,"below detection",1.2,0.0818535277187246,6.82112730989371
2024-03-08,"_070","Fe_total",1.18,"below detection",1.2,0.0818535277187246,6.82112730989371
2024-03-08,"_071","Fe_total",0.65,"below detection",0.625,0.0353553390593274,5.65685424949239
2024-03-08,"_071","Fe_total",0.6,"below detection",0.625,0.0353553390593274,5.65685424949239
2024-03-08,"_072","Fe_total",1.29,"below detection",0.953333333333333,0.292631736715848,30.6956367184456
2024-03-08,"_072","Fe_total",0.81,"below detection",0.953333333333333,0.292631736715848,30.6956367184456
2024-03-08,"_072","Fe_total",0.76,"below detection",0.953333333333333,0.292631736715848,30.6956367184456
2024-03-08,"_075","Fe_total",1.18,"below detection",1.25,0.223383079036887,17.8706463229509
2024-03-08,"_075","Fe_total",1.5,"below detection",1.25,0.223383079036887,17.8706463229509
2024-03-08,"_075","Fe_total",1.07,"below detection",1.25,0.223383079036887,17.8706463229509
2024-03-08,"_076","Fe_total",1.18,"below detection",1.41,0.200748598998847,14.2374892906984
2024-03-08,"_076","Fe_total",1.5,"below detection",1.41,0.200748598998847,14.2374892906984
2024-03-08,"_076","Fe_total",1.55,"below detection",1.41,0.200748598998847,14.2374892906984
2024-03-08,"_077","Fe_total",1.18,"below detection",1.27,0.155884572681199,12.2743758016692
2024-03-08,"_077","Fe_total",1.45,"below detection",1.27,0.155884572681199,12.2743758016692
2024-03-08,"_077","Fe_total",1.18,"below detection",1.27,0.155884572681199,12.2743758016692
2024-03-08,"_078","Fe_total",0.81,"below detection",0.86,0.19,22.093023255814
2024-03-08,"_078","Fe_total",0.7,"below detection",0.86,0.19,22.093023255814
2024-03-08,"_078","Fe_total",1.07,"below detection",0.86,0.19,22.093023255814
2024-03-08,"_079","Fe_total",0.97,"below detection",0.9,0.121243556529821,13.4715062810913
2024-03-08,"_079","Fe_total",0.76,"below detection",0.9,0.121243556529821,13.4715062810913
2024-03-08,"_079","Fe_total",0.97,"below detection",0.9,0.121243556529821,13.4715062810913
2024-03-08,"_080","Fe_total",1.07,"below detection",0.95,0.26153393661244,27.5298880644674
2024-03-08,"_080","Fe_total",1.13,"below detection",0.95,0.26153393661244,27.5298880644674
2024-03-08,"_080","Fe_total",0.65,"below detection",0.95,0.26153393661244,27.5298880644674
2024-03-08,"_081","Fe_total",0.06,"below detection",0.06,0,0
2024-03-08,"_081","Fe_total",0.06,"below detection",0.06,0,0
2024-03-08,"_081","Fe_total",0.06,"below detection",0.06,0,0
2024-03-08,"_082","Fe_total",9.42,,6.975,3.45775216000222,49.5735076702827
2024-03-08,"_082","Fe_total",4.53,"below detection",6.975,3.45775216000222,49.5735076702827
2024-03-08,"_083","Fe_total",11.49,,16.17,8.10599777942235,50.1298563971697
2024-03-08,"_083","Fe_total",25.53,,16.17,8.10599777942235,50.1298563971697
2024-03-08,"_083","Fe_total",11.49,,16.17,8.10599777942235,50.1298563971697
2024-03-08,"_084","Fe_total",13.72,,12.2333333333333,1.29739482553821,10.6054072932279
2024-03-08,"_084","Fe_total",11.33,,12.2333333333333,1.29739482553821,10.6054072932279
2024-03-08,"_084","Fe_total",11.65,,12.2333333333333,1.29739482553821,10.6054072932279
2024-03-08,"_085","Fe_total",10.11,,10.0033333333333,0.18475208614068,1.84690522633136
2024-03-08,"_085","Fe_total",10.11,,10.0033333333333,0.18475208614068,1.84690522633136
2024-03-08,"_085","Fe_total",9.79,,10.0033333333333,0.18475208614068,1.84690522633136
2024-03-08,"_086","Fe_total",13.19,,12.9266666666667,0.229419557434263,1.77477739118822
2024-03-08,"_086","Fe_total",12.82,,12.9266666666667,0.229419557434263,1.77477739118822
2024-03-08,"_086","Fe_total",12.77,,12.9266666666667,0.229419557434263,1.77477739118822
2024-03-08,"_087","Fe_total",13.35,,12.4633333333333,0.784368110859521,6.29340554313603
2024-03-08,"_087","Fe_total",12.18,,12.4633333333333,0.784368110859521,6.29340554313603
2024-03-08,"_087","Fe_total",11.86,,12.4633333333333,0.784368110859521,6.29340554313603
2024-03-08,"_088","Fe_total",14.47,,13.5666666666667,0.793872365896013,5.85163906065857
2024-03-08,"_088","Fe_total",12.98,,13.5666666666667,0.793872365896013,5.85163906065857
2024-03-08,"_088","Fe_total",13.25,,13.5666666666667,0.793872365896013,5.85163906065857
2024-03-08,"_090","Fe_total",0.06,"below detection",0.06,,
2024-03-08,"_091","Fe_total",11.23,,10.9433333333333,0.733303029676909,6.70091102354775
2024-03-08,"_091","Fe_total",11.49,,10.9433333333333,0.733303029676909,6.70091102354775
2024-03-08,"_091","Fe_total",10.11,,10.9433333333333,0.733303029676909,6.70091102354775
2024-03-08,"_092","Fe_total",9.79,,10.68,0.967625960792703,9.06016817221632
2024-03-08,"_092","Fe_total",10.54,,10.68,0.967625960792703,9.06016817221632
2024-03-08,"_092","Fe_total",11.71,,10.68,0.967625960792703,9.06016817221632
2024-03-08,"_093","Fe_total",10.11,,10.18,0.223383079036887,2.19433279996942
2024-03-08,"_093","Fe_total",10,,10.18,0.223383079036887,2.19433279996942
2024-03-08,"_093","Fe_total",10.43,,10.18,0.223383079036887,2.19433279996942
2024-03-08,"_094","Fe_total",11.44,,11.6366666666667,0.172143351115672,1.47931839973364
2024-03-08,"_094","Fe_total",11.71,,11.6366666666667,0.172143351115672,1.47931839973364
2024-03-08,"_094","Fe_total",11.76,,11.6366666666667,0.172143351115672,1.47931839973364
2024-03-08,"_095","Fe_total",13.51,,13.5833333333333,0.533791469895627,3.92975315260584
2024-03-08,"_095","Fe_total",14.15,,13.5833333333333,0.533791469895627,3.92975315260584
2024-03-08,"_095","Fe_total",13.09,,13.5833333333333,0.533791469895627,3.92975315260584
2024-03-08,"_096","Fe_total",13.41,,13.4266666666667,0.0288675134594817,0.215001341555226
2024-03-08,"_096","Fe_total",13.41,,13.4266666666667,0.0288675134594817,0.215001341555226
2024-03-08,"_096","Fe_total",13.46,,13.4266666666667,0.0288675134594817,0.215001341555226
2024-03-08,"_097","Fe_total",0.06,"below detection",0.06,,
2024-03-08,"_098","Fe_total",0.01,"below detection",0.01,0,0
2024-03-08,"_098","Fe_total",0.01,"below detection",0.01,0,0
2024-03-08,"_098","Fe_total",0.01,"below detection",0.01,0,0
2024-03-08,"_099","Fe_total",3.15,"below detection",3.2,0.141774468787578,4.43045214961182
2024-03-08,"_099","Fe_total",3.36,"below detection",3.2,0.141774468787578,4.43045214961182
2024-03-08,"_099","Fe_total",3.09,"below detection",3.2,0.141774468787578,4.43045214961182
2024-03-08,"_100","Fe_total",2.83,"below detection",2.72,0.281602556806575,10.3530351767123
2024-03-08,"_100","Fe_total",2.93,"below detection",2.72,0.281602556806575,10.3530351767123
2024-03-08,"_100","Fe_total",2.4,"below detection",2.72,0.281602556806575,10.3530351767123
2024-03-08,"_057","Fe_total",0.17,"below detection",0.276666666666667,0.285365263010993,103.144070967829
2024-03-08,"_057","Fe_total",0.6,"below detection",0.276666666666667,0.285365263010993,103.144070967829
2024-03-08,"_057","Fe_total",0.06,"below detection",0.276666666666667,0.285365263010993,103.144070967829
2024-03-08,"_058","Fe_total",0.28,"below detection",0.313333333333333,0.0288675134594813,9.21303621047275
2024-03-08,"_058","Fe_total",0.33,"below detection",0.313333333333333,0.0288675134594813,9.21303621047275
2024-03-08,"_058","Fe_total",0.33,"below detection",0.313333333333333,0.0288675134594813,9.21303621047275
2024-03-08,"_059","Fe_total",0.33,"below detection",0.293333333333333,0.0635085296108588,21.650635094611
2024-03-08,"_059","Fe_total",0.33,"below detection",0.293333333333333,0.0635085296108588,21.650635094611
2024-03-08,"_059","Fe_total",0.22,"below detection",0.293333333333333,0.0635085296108588,21.650635094611
2024-03-08,"_060","Fe_total",1.98,"below detection",1.96,0.0818535277187244,4.17620039381247
2024-03-08,"_060","Fe_total",1.87,"below detection",1.96,0.0818535277187244,4.17620039381247
2024-03-08,"_060","Fe_total",2.03,"below detection",1.96,0.0818535277187244,4.17620039381247
2024-03-08,"_061","Fe_total",1.29,"below detection",1.99666666666667,0.690603600724275,34.5878264135697
2024-03-08,"_061","Fe_total",2.67,"below detection",1.99666666666667,0.690603600724275,34.5878264135697
2024-03-08,"_061","Fe_total",2.03,"below detection",1.99666666666667,0.690603600724275,34.5878264135697
2024-03-08,"_062","Fe_total",2.35,"below detection",2.38666666666667,0.0635085296108588,2.6609719110695
2024-03-08,"_062","Fe_total",2.46,"below detection",2.38666666666667,0.0635085296108588,2.6609719110695
2024-03-08,"_062","Fe_total",2.35,"below detection",2.38666666666667,0.0635085296108588,2.6609719110695
