,C,0.144,0.116,0.116,0.117,0.119,0.12,0.119,0.118,0.118,0.117,0.116,0.115,977 [Test]
,,0.085,0.076,0.076,0.077,0.078,0.079,0.077,0.077,0.078,0.079,0.076,0.076,900 [Ref]
,,0.331,0.218,0.221,0.222,0.226,0.229,0.23,0.227,0.225,0.208,0.22,0.218,Pathlength
,,1.919,0.085,0.085,0.081,0.082,0.082,0.081,0.081,0.082,0.11,0.107,0.108,562
,,5.797,0.392,0.385,0.365,0.363,0.358,0.35,0.354,0.363,0.529,0.487,0.494,Corrected [562]
,D,0.114,0.115,0.117,0.12,0.118,0.118,0.119,0.118,0.15,0.118,0.117,0.115,977 [Test]
,,0.076,0.076,0.077,0.08,0.078,0.078,0.08,0.077,0.088,0.103,0.077,0.075,900 [Ref]
,,0.209,0.214,0.218,0.221,0.222,0.223,0.212,0.228,0.346,0.084,0.22,0.22,Pathlength
,,0.106,0.106,0.107,0.108,0.105,0.106,0.096,0.095,1.977,0.108,0.099,0.098,562
,,0.506,0.497,0.491,0.487,0.474,0.478,0.454,0.416,5.72,1.283,0.448,0.443,Corrected [562]
,E,0.115,0.118,0.12,0.117,0.118,0.117,0.118,0.117,0.116,0.117,0.118,0.114,977 [Test]
,,0.075,0.079,0.079,0.076,0.077,0.077,0.078,0.082,0.076,0.079,0.079,0.087,900 [Ref]
,,0.225,0.217,0.227,0.227,0.226,0.227,0.222,0.196,0.224,0.208,0.218,0.145,Pathlength
,,0.08,0.083,0.082,0.081,0.081,0.081,0.106,0.112,0.104,0.106,0.112,0.113,562
,,0.355,0.383,0.36,0.355,0.359,0.355,0.48,0.572,0.465,0.51,0.512,0.782,Corrected [562]
,F,0.113,0.121,0.116,0.116,0.116,0.119,0.118,0.116,0.114,0.117,0.12,0.114,977 [Test]
,,0.075,0.081,0.076,0.077,0.077,0.083,0.078,0.077,0.075,0.082,0.085,0.075,900 [Ref]
,,0.208,0.219,0.223,0.218,0.217,0.205,0.219,0.217,0.217,0.194,0.198,0.216,Pathlength
,,0.106,0.111,0.106,0.099,0.097,0.104,0.102,0.098,0.102,0.104,0.105,0.096,562
,,0.507,0.506,0.476,0.456,0.45,0.506,0.465,0.454,0.469,0.536,0.527,0.446,Corrected [562]
,G,0.113,0.117,0.116,0.126,0.146,0.117,0.119,0.158,0.116,0.116,0.123,0.112,977 [Test]
,,0.074,0.078,0.075,0.1,0.086,0.079,0.08,0.155,0.077,0.092,0.083,0.084,900 [Ref]
,,0.216,0.221,0.23,0.143,0.333,0.213,0.216,0.014,0.214,0.134,0.222,0.161,Pathlength
,,0.085,0.085,0.085,0.261,1.931,0.169,0.3,0.564,0.3,0.342,0.297,0.303,562
,,0.394,0.385,0.37,1.823,5.794,0.794,1.392,39.06,1.403,2.542,1.336,1.887,Corrected [562]
,H,0.082,0.082,0.081,0.079,0.083,0.085,0.081,0.082,0.083,0.084,0.084,0.086,977 [Test]
,,0.077,0.077,0.073,0.076,0.078,0.079,0.073,0.077,0.078,0.079,0.079,0.08,900 [Ref]
,,0.027,0.028,0.041,0.018,0.028,0.03,0.045,0.027,0.029,0.028,0.025,0.033,Pathlength
,,0.086,0.086,0.084,0.085,0.084,0.086,0.085,0.085,0.087,0.086,0.087,0.087,562
,,3.144,3.078,2.061,4.798,3.01,2.853,1.898,3.137,2.941,3.028,3.484,2.657,Corrected [562]
