,C,0.114,0.116,0.114,0.116,0.122,0.121,0.117,0.118,0.115,0.12,0.116,0.113,977 [Test]
,,0.077,0.08,0.079,0.079,0.084,0.084,0.08,0.08,0.079,0.083,0.078,0.078,900 [Ref]
,,0.204,0.2,0.194,0.204,0.207,0.209,0.211,0.212,0.201,0.203,0.21,0.195,Pathlength
,,0.274,0.272,0.28,0.299,0.304,0.305,0.338,0.35,0.33,0.336,0.336,0.337,562
,,1.342,1.359,1.44,1.462,1.47,1.458,1.599,1.652,1.647,1.653,1.6,1.729,Corrected [562]
,D,0.115,0.117,0.123,0.118,0.121,0.121,0.12,0.12,0.117,0.117,0.119,0.109,977 [Test]
,,0.076,0.077,0.079,0.078,0.078,0.078,0.08,0.08,0.078,0.078,0.077,0.075,900 [Ref]
,,0.218,0.223,0.245,0.224,0.236,0.238,0.223,0.223,0.218,0.219,0.231,0.189,Pathlength
,,0.082,0.083,0.085,0.084,0.084,0.084,0.143,0.147,0.142,0.137,0.139,0.129,562
,,0.377,0.374,0.348,0.376,0.354,0.351,0.644,0.657,0.652,0.623,0.603,0.68,Corrected [562]
,E,0.116,0.121,0.118,0.116,0.117,0.117,0.118,0.117,0.116,0.119,0.118,0.117,977 [Test]
,,0.077,0.084,0.077,0.076,0.077,0.077,0.077,0.079,0.075,0.079,0.079,0.077,900 [Ref]
,,0.215,0.206,0.227,0.223,0.226,0.222,0.226,0.214,0.228,0.223,0.214,0.222,Pathlength
,,0.087,0.095,0.085,0.089,0.09,0.09,0.09,0.09,0.088,0.121,0.119,0.122,562
,,0.404,0.462,0.372,0.398,0.397,0.406,0.401,0.42,0.388,0.543,0.557,0.548,Corrected [562]
,F,0.102,0.122,0.115,0.115,0.117,0.116,0.11,0.109,0.107,0.108,0.116,0.114,977 [Test]
,,0.075,0.081,0.079,0.075,0.077,0.077,0.077,0.076,0.074,0.074,0.079,0.076,900 [Ref]
,,0.148,0.224,0.199,0.218,0.223,0.218,0.186,0.182,0.181,0.191,0.207,0.207,Pathlength
,,0.108,0.134,0.122,0.128,0.13,0.128,0.08,0.08,0.08,0.08,2.759,2.816,562
,,0.726,0.595,0.615,0.585,0.582,0.586,0.429,0.44,0.44,0.419,13.316,13.587,Corrected [562]
,G,0.073,0.077,0.075,0.078,0.076,0.077,0.077,0.077,0.073,0.075,0.077,0.074,977 [Test]
,,0.075,0.078,0.075,0.075,0.078,0.077,0.077,0.077,0.076,0.075,0.078,0.075,900 [Ref]
,,-0.009,-0.006,0.004,0.017,-0.011,-0.001,-0.001,-0.003,-0.014,0.001,-0.003,-0.009,Pathlength
,,0.086,0.085,0.085,0.084,0.085,0.086,0.085,0.084,0.086,0.085,0.085,0.086,562
,,-9.148,-13.925,19.193,5.016,-8.062,-76.95,-76.86,-25.26,-6.17,76.68,-25.56,-9.085,Corrected [562]
,H,0.077,0.077,0.076,0.073,0.077,0.077,0.076,0.077,0.074,0.078,0.077,0.075,977 [Test]
,,0.079,0.078,0.076,0.075,0.077,0.077,0.076,0.077,0.076,0.079,0.078,0.076,900 [Ref]
,,-0.008,-0.006,0.001,-0.012,-0.004,0.001,0.002,0.003,-0.011,-0.007,-0.004,-0.006,Pathlength
,,0.089,0.084,0.085,0.085,0.085,0.086,0.085,0.085,0.085,0.089,0.085,0.086,562
,,-10.644,-13.811,76.41,-7.303,-21.78,77.31,51.18,30.6,-8.062,-13.35,-19.17,-13.991,Corrected [562]
