Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
800	245.598	104.735672098732
800	247.837	18.75795668925
800	250.076	3.69862950923689
800	252.317	-87.8380764872569
800	254.558	7.63752554411384
800	256.8	51.3759664826557
800	259.043	-100.643005747437
800	261.287	72.6053950882053
800	263.532	52.8305129238612
800	265.778	16.4011476738319
800	268.025	44.8922480562925
800	270.273	-20.7149946177626
800	272.522	107.434191743195
800	274.772	-69.8506383875957
800	277.022	152.268450868211
800	279.274	-140.972520633568
800	281.526	-157.122903001118
800	283.779	-25.131550754157
800	286.034	-84.9045849591682
800	288.289	-59.0303260295092
800	290.545	26.98990199032
800	292.802	50.7141291549014
800	295.06	-33.3924175600142
800	297.319	-16.2509001171991
800	299.578	-71.2888634728722
800	301.839	13.3296681129471
800	304.1	-9.68960573683484
800	306.363	59.4795610386587
800	308.626	-57.2949118050397
800	310.89	34.4587433596781
800	313.155	-12.1235654330061
800	315.421	-15.1028365690081
800	317.688	120.167726644201
800	319.955	21.0766170120596
800	322.224	-76.0950072866047
800	324.493	-12.1923467557429
800	326.764	-30.2755999061027
800	329.035	-31.0669801963352
800	331.307	-18.5003851599909
800	333.579	-24.3802614118039
800	335.853	0.131097864112329
800	338.128	40.036010290959
800	340.403	-33.439185406241
800	342.679	-11.8658889702637
800	344.956	12.6512343913716
800	347.234	-69.7857446530577
800	349.513	64.4061420946912
800	351.793	60.9016918884516
800	354.073	-36.7237558717166
800	356.355	-77.122586418607
800	358.637	-12.2575080016425
800	360.92	119.247490492397
800	363.203	-36.7172458559913
800	365.488	30.9412444871067
800	367.774	-67.1885097525171
800	370.06	-83.9479971795004
800	372.347	26.9525899160722
800	374.635	128.564752188693
800	376.923	49.3197810289728
800	379.213	-113.951693773092
800	381.503	-37.4128411741255
800	383.794	-24.9225533344221
800	386.086	49.7289742004068
800	388.379	-13.6476216723882
800	390.672	-45.0608107317217
800	392.967	5.09005842757879
800	395.262	30.5486654904091
800	397.558	5.27680756752875
800	399.854	-13.897825009166
